File 	Number of CSVs 	Lines 	 Cumulative Lines
../source-data/Dimensions-Publication-2020-05-18_13-12-59.csv 	1	5 	5
../source-data/Dimensions-Publication-2020-05-30_19-23-27.csv 	2	238 	243
../source-data/Dimensions-Publication-2020-05-20_03-39-17.csv 	3	192 	435
../source-data/Dimensions-Publication-2020-04-29_23-36-00.csv 	4	115 	550
../source-data/Dimensions-Publication-2020-05-11_16-12-08.csv 	5	170 	720
